ID,Tipo de habitación,Título,Tipología,Ciudad,Municipio,Localización,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
00000000000018986232,"Alojamiento entero: villa en Calvià, España",Alojamiento entero,Alojamiento,Mallorca,Calvià,"39.5488,2.5159",,1375,1375,,1,6,7,7,2
00000000000019061843,"Alojamiento entero: villa en Sant Llorenç des Cardassar, España",Alojamiento entero,Alojamiento,Mallorca,Sant Llorenç des Cardassar,,,260,260,4.33,6,3,2,5,6
00000000000019062031,"Alojamiento entero: villa en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,"39.57374,3.37111",,199,199,4.67,9,4,2,8,8
00000000000019062035,"Alojamiento entero: villa en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,222,222,4.0,16,4,2,4,7
00000000000019062069,"Alojamiento entero: villa en SANTA PONSA, España",Alojamiento entero,Alojamiento,Mallorca,SANTA PONSA,"39.50918,2.47729",,,,4.33,3,2,2,3,4
00000000000019062589,"Alojamiento entero: villa en Font de Sa Cala, España",Alojamiento entero,Alojamiento,Mallorca,Font de Sa Cala,,,,,5.0,4,5,4,7,0
00000000000019062591,"Alojamiento entero: villa en Capdepera - Font de sa Cala, España",Alojamiento entero,Alojamiento,Mallorca,Capdepera - Font de sa Cala,,,,,,1,3,4,4,6
00000000000019064477,"Alojamiento entero: vivienda en Ca'n Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Ca'n Picafort,,,173,173,4.73,15,3,2,4,6
00000000000019064551,"Alojamiento entero: vivienda en Ca'n Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Ca'n Picafort,"39.7635,3.15555",,119,119,,2,3,1,4,6
00000000000019064601,"Alojamiento entero: vivienda en Puerto de Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Puerto de Alcúdia,"39.8246,3.11782",,,,4.42,12,4,3,5,9
00000000000019064611,"Alojamiento entero: vivienda en Playa de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Playa de Muro,"39.79696,3.12158",,,,,,4,3,5,8
00000000000019066887,"Caravana/autocaravana en Sant Llorenç des Cardassar, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Sant Llorenç des Cardassar,,,,,,,2,1,1,2
00000000000019134215,"Alojamiento entero: villa en Arenal, España",Alojamiento entero,Alojamiento,Mallorca,Arenal,,1,869,435,4.19,36,7,5,4,4
00000000000019153368,"Alojamiento entero: vivienda en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,,,,,,,3,2,6,6
00000000000019177073,"Alojamiento entero: casa rural en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74571,2.64944",,,,,,3,3,4,6
00000000000019178232,"Alojamiento entero: casa rural en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,,,280,280,4.85,39,2,1,3,4
00000000000019207960,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,176,176,4.33,9,3,2,4,6
00000000000019221725,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.52,2.7435",,,,3.57,7,4,3,8,8
00000000000019236776,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.57835,2.65684",,,,4.77,44,1,1,1,2
00000000000019238170,"Alojamiento entero: villa en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.76434,3.15401",,,,4.55,42,3,2,5,6
00000000000019241999,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.55278,2.61968",,120,120,4.72,108,1,1,2,2
00000000000019252265,"Alojamiento entero: vivienda en Port de Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port de Alcúdia,,,,,4.91,11,4,2,6,8
00000000000019256574,"Alojamiento entero: piso en PORT D'ALCUDIA, España",Alojamiento entero,Alojamiento,Mallorca,PORT D'ALCUDIA,,,191,191,4.92,12,3,2,4,6
00000000000019322954,"Alojamiento entero: piso en Cala Lliteres, España",Alojamiento entero,Alojamiento,Mallorca,Cala Lliteres,,,94,94,4.52,122,1,1,2,3
00000000000019353890,"Alojamiento entero: vivienda en VALLDEMOSSA, España",Alojamiento entero,Alojamiento,Mallorca,VALLDEMOSSA,"39.71115,2.61566",,,,4.79,29,3,2,5,6
00000000000019396263,"Alojamiento entero: piso en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.749,2.6485",,,,4.79,157,1,5,1,2
00000000000019443953,"Alojamiento entero: chalet en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,4.5,4,5,3,7,0
00000000000019484624,"Alojamiento entero: vivienda en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.70816,2.62649",,,,,,3,2,5,6
00000000000019500468,"Alojamiento entero: piso en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.813,3.1134",188,84,136,4.53,64,1,1,2,4
00000000000019528993,"Alojamiento entero: vivienda en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,,,120,120,,,1,1,2,2
00000000000019531538,"Alojamiento entero: villa en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,,,,,4.33,6,4,3,6,8
00000000000019536244,"Alojamiento entero: vivienda en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,"39.50155,2.75383",,126,126,4.69,85,2,2,3,4
00000000000019543733,"Alojamiento entero: villa en Cala Rajada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Rajada,"39.6806,3.4522",,,,,,5,5,7,0
00000000000019576994,"Alojamiento entero: vivienda en Ca'n Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Ca'n Picafort,,,264,264,,2,3,3,4,6
00000000000019618634,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5413,2.75259",,,,,,3,2,5,6
00000000000019619071,"Alojamiento entero: piso en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74734,2.65016",,,,,,2,2,3,4
00000000000019693023,"Alojamiento entero: piso en Rotes Velles, España",Alojamiento entero,Alojamiento,Mallorca,Rotes Velles,"39.51906,2.47379",,160,160,4.8,115,3,2,6,7
00000000000019726116,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8369,3.1205",,,,,,3,2,5,6
00000000000019731348,"Alojamiento entero: adosado en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,,,,4.82,206,3,2,5,5
00000000000019753378,"Alojamiento entero: piso en Costa de la Calma, España",Alojamiento entero,Alojamiento,Mallorca,Costa de la Calma,,1,1000,500,,,1,1,1,2
00000000000019754591,"Alojamiento entero: apto. residencial en Palmanova, España",Alojamiento entero,Alojamiento,Mallorca,Palmanova,"39.52098,2.53755",275,215,245,,,1,1,2,4
00000000000019782686,"Alojamiento entero: apto. residencial en Palmanova, España",Alojamiento entero,Alojamiento,Mallorca,Palmanova,,,195,195,,,1,1,2,3
00000000000019789343,"Alojamiento entero: piso en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,"39.84159,3.13099",,142,142,4.8,85,3,1,4,4
00000000000019816879,"Alojamiento entero: vivienda en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,"39.57317,3.3702",,390,390,4.86,36,4,3,7,8
00000000000019817439,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.57742,2.66017",259,249,254,4.59,142,2,2,2,4
00000000000019826957,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.50906,2.75655",,,,4.86,51,5,3,5,9
00000000000019828126,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.56897,2.64439",258,207,232,4.85,130,1,1,2,4
00000000000019839055,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,258,207,232,4.81,89,1,1,4,4
00000000000019898226,"Alojamiento entero: vivienda en El Toro, España",Alojamiento entero,Alojamiento,Mallorca,El Toro,"39.48294,2.48039",,425,425,,,4,4,8,8
00000000000019938242,"Alojamiento entero: vivienda en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,"39.5789,3.3666",,,,4.8,5,3,2,6,6
00000000000020059090,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,4.0,8,3,3,4,6
00000000000020104168,"Alojamiento entero: chalet en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,,,353,353,4.62,26,4,4,7,8
00000000000020153309,"Alojamiento entero: loft en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.56944,2.64371",,100,100,4.9,86,1,1,2,2
00000000000020177667,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5697,2.6525",,,,4.69,35,1,1,1,3
00000000000020187372,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82632,3.11489",,174,174,4.68,59,4,3,9,0
00000000000020393151,"Alojamiento entero: villa en Capdepera, España",Alojamiento entero,Alojamiento,Mallorca,Capdepera,"39.6849,3.4541",1,,1,4.0,4,4,3,7,8
00000000000020398798,"Alojamiento entero: vivienda en Andratx, España",Alojamiento entero,Alojamiento,Mallorca,Andratx,"39.5773,2.4178",,,,4.68,25,2,2,3,4
00000000000020399757,"Alojamiento entero: vivienda en Cala Vinyes, Calvià, España",Alojamiento entero,Alojamiento,Mallorca,Calvià,"39.4973,2.5358",,,,5.0,3,5,8,9,0
00000000000020399760,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.77,3.1468",,195,195,,,4,3,6,8
00000000000020399796,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,136,136,4.58,19,3,1,3,5
00000000000020399834,"Alojamiento entero: vivienda en Font de Sa Cala, Capdepera, España",Alojamiento entero,Alojamiento,Mallorca,Capdepera,"39.687,3.4464",,328,328,5.0,5,4,2,7,7
00000000000020399839,"Alojamiento entero: villa en Santa Margalida, España",Alojamiento entero,Alojamiento,Mallorca,Santa Margalida,,,238,238,4.76,33,4,3,5,8
00000000000020518036,"Alojamiento entero: vivienda en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,"39.50004,2.75012",,440,440,4.89,9,4,3,5,7
00000000000020548239,"Alojamiento entero: loft en Es Capdellà, España",Alojamiento entero,Alojamiento,Mallorca,Es Capdellà,"39.5857,2.46795",217,212,214,4.92,91,1,1,1,2
00000000000020650584,"Alojamiento entero: villa en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.71197,2.62397",,,,,,4,4,5,8
00000000000020682318,"Alojamiento entero: vivienda en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,195,195,4.83,6,3,3,4,5
00000000000020691838,"Alojamiento entero: adosado en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82837,3.11464",,,,4.73,37,3,5,4,5
00000000000020742105,"Habitación en hotel en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.50964,2.75739",,59,59,4.17,18,2,5,0,
00000000000020753079,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,633,498,566,4.66,74,3,5,5,6
00000000000020800300,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8233,3.1161",,358,358,,,3,3,4,6
00000000000020805999,"Alojamiento entero: villa en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,,,,,4.67,18,6,4,8,2
00000000000020842246,"Alojamiento entero: villa en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74704,2.64658",,,,,1,4,4,8,8
00000000000020842250,"Alojamiento entero: piso en Islas Baleares,Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,252,211,232,4.46,28,1,1,2,2
00000000000020842252,"Alojamiento entero: piso en Islas Baleares,Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.568451,2.65649",249,211,230,4.54,35,1,1,2,2
00000000000020842254,"Alojamiento entero: piso en Islas Baleares,Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.568473,2.655413",295,255,275,4.57,37,1,1,2,2
00000000000020890793,"Alojamiento entero: vivienda en PORT D'ALCUDIA, España",Alojamiento entero,Alojamiento,Mallorca,PORT D'ALCUDIA,,,135,135,,,3,1,4,6
00000000000020891067,"Alojamiento entero: villa en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,197,197,4.14,7,4,3,7,6
00000000000020894774,"Alojamiento entero: vivienda en Palma De Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma De Mallorca,,,,,4.1,10,3,1,4,5
00000000000020925910,"Alojamiento entero: vivienda en Cala Millor, España",Alojamiento entero,Alojamiento,Mallorca,Cala Millor,"39.5785,3.3634",,,,4.17,12,6,4,0,2
00000000000020925944,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,4.25,4,5,3,9,1
00000000000020958695,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7667,3.1489",,,,,,2,2,3,5
00000000000021170845,"Alojamiento entero: adosado en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74707,2.64849",320,220,270,,,2,2,4,4
00000000000021390512,"Barco en Palma, España",Barco,Barco,Mallorca,Palma,"39.56604,2.64048",,,,,1,4,2,5,8
00000000000021434881,"Alojamiento entero: villa en Ca'n Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Ca'n Picafort,,,144,144,4.5,8,2,2,2,4
00000000000021446635,"Alojamiento entero: vivienda en Andratx, España",Alojamiento entero,Alojamiento,Mallorca,Andratx,"39.57616,2.41814",126,126,126,4.79,47,1,5,1,2
00000000000021487570,"Alojamiento entero: villa en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.7605,3.1598",,192,192,3.4,5,4,2,5,6
00000000000021558618,"Alojamiento entero: vivienda en Platja de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Platja de Muro,"39.8091,3.1149",,,,4.74,35,2,2,3,4
00000000000021558624,"Alojamiento entero: vivienda en Platja de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Platja de Muro,"39.8091,3.1146",,211,211,4.47,15,4,2,6,8
00000000000021558625,"Alojamiento entero: vivienda en Port d´Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Port d´Alcudia,"39.8372,3.1209",,192,192,4.71,7,3,2,4,6
00000000000021573535,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7103,3.4578",,,,4.33,6,3,2,5,6
00000000000021632915,"Alojamiento entero: villa en Peguera, España",Alojamiento entero,Alojamiento,Mallorca,Peguera,"39.54128,2.44307",,,,4.91,57,5,5,6,6
00000000000021670947,"Alojamiento entero: vivienda en El Toro, España",Alojamiento entero,Alojamiento,Mallorca,El Toro,,,,,4.0,8,4,3,6,8
00000000000021680060,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7167,3.4593",,80,80,4.44,113,1,1,2,2
00000000000021702454,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5736,2.6467",650,450,550,4.53,34,3,3,5,6
00000000000021722673,"Alojamiento entero: villa en Arenal, España",Alojamiento entero,Alojamiento,Mallorca,Arenal,,1,630,316,4.31,32,6,3,1,1
00000000000021765683,"Alojamiento entero: apto. residencial en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.71214,3.45623",,59,59,,,1,1,2,2
00000000000021776513,"Alojamiento entero: villa en Arenal, España",Alojamiento entero,Alojamiento,Mallorca,Arenal,"39.49641,2.75003",1,682,342,4.27,41,6,4,2,2
00000000000021821450,"Alojamiento entero: vivienda en Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Alcudia,"39.8347,3.1199",,,,4.71,28,4,2,6,8
00000000000021860526,"Alojamiento entero: vivienda en Platja de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Platja de Muro,"39.8088,3.1167",,,,5.0,10,4,4,6,8
00000000000021911532,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8444,3.1282",,,,,,4,3,6,8
00000000000021911533,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,4.0,3,4,4,8,8
00000000000021972507,"Alojamiento entero: villa en ANDRATX, España",Alojamiento entero,Alojamiento,Mallorca,ANDRATX,,,,,4.05,19,3,3,4,6
00000000000021992578,"Alojamiento entero: vivienda en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74804,2.64634",,1429,1429,,2,5,5,7,8
00000000000022236115,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,204,204,,1,2,1,4,6
00000000000022316295,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.56965,2.65021",,,,4.46,323,2,1,2,3
00000000000022526623,"Alojamiento entero: vivienda en Peguera, España",Alojamiento entero,Alojamiento,Mallorca,Peguera,"39.54119,2.44558",,,,,,4,4,5,8
00000000000022557334,"Alojamiento entero: vivienda en Arenal, España",Alojamiento entero,Alojamiento,Mallorca,Arenal,"39.5051,2.75149",,,,4.47,36,4,2,4,6
00000000000022622845,"Alojamiento entero: vivienda en Andratx, España",Alojamiento entero,Alojamiento,Mallorca,Andratx,"39.55572,2.42973",,,,4.67,6,4,3,5,8
00000000000022632714,"Alojamiento entero: chalet en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5544,2.6896",,,,,,6,5,6,2
00000000000022698329,"Alojamiento entero: chalet en Port d´Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Port d´Alcudia,,,157,157,5.0,5,3,2,4,6
00000000000022764870,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7021,3.4536",,,,4.64,14,2,3,5,5
00000000000022872431,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.55662,2.62336",,,,4.75,314,1,1,1,2
00000000000022923325,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.5731,2.6521",,271,271,,,1,5,2,4
00000000000022931645,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8157,3.1105",,,,4.17,29,3,3,4,6
00000000000022947902,"Alojamiento entero: vivienda en Valldemosa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemosa,"39.7079,2.6277",,,,4.33,33,2,1,3,4
00000000000022951329,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.5731,2.652",,184,184,4.7,27,1,1,1,2
00000000000022951331,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,,,197,197,4.63,19,1,1,2,3
00000000000022954584,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.5731,2.652",,,,,,1,1,1,4
00000000000022994310,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,,1,3,1,4,5
00000000000023009669,"Alojamiento entero: chalet en Torrenova, España",Alojamiento entero,Alojamiento,Mallorca,Torrenova,,1,700,350,4.61,23,5,4,9,2
00000000000023032784,"Alojamiento entero: villa en Cala Bona, España",Alojamiento entero,Alojamiento,Mallorca,Cala Bona,"39.6117,3.3877",,,,4.57,7,4,3,4,8
00000000000023058878,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,,,,,1,1,1,
00000000000023062285,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.58154,2.66454",61,,61,4.85,13,1,1,1,
00000000000023066523,"Habitación privada en: hostal en Palma, España",Habitación privada en,Habitación,Mallorca,Palma,,100,100,100,4.29,21,1,1,1,2
00000000000023070369,"Alojamiento entero: apto. residencial en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,,,2,1,4,4
00000000000023185994,"Alojamiento entero: chalet en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.81661,3.11106",,260,260,,,4,2,6,8
00000000000023195661,"Alojamiento entero: vivienda en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.79278,3.1219",,190,190,4.47,19,4,2,5,8
00000000000023247319,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,,350,350,,,3,3,5,6
00000000000023284788,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,124,124,,2,2,5,4,4
00000000000023288293,"Alojamiento entero: loft en Santa Ponça, España",Alojamiento entero,Alojamiento,Mallorca,Santa Ponça,"39.51878,2.47959",,,,4.44,32,1,1,,3
00000000000023299014,"Alojamiento entero: piso en alcudia, España",Alojamiento entero,Alojamiento,Mallorca,alcudia,"39.8302,3.1166",,127,127,4.52,25,1,1,2,3
00000000000023314183,"Alojamiento entero: vivienda en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74879,2.65009",,,,,,3,3,4,6
00000000000023316151,"Alojamiento entero: vivienda en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74843,2.64818",,,,,,3,3,4,6
00000000000023316647,"Alojamiento entero: suite con entrada independiente en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.57139,2.64327",,200,200,4.59,262,2,2,2,4
00000000000023340063,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.5731,2.6521",,296,296,4.92,59,1,1,1,4
00000000000023362411,"Alojamiento entero: vivienda en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,"39.74748,2.64764",,,,4.67,64,2,1,3,4
00000000000023376821,"Alojamiento entero: vivienda en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,"39.4822,2.7392",,,,,,2,5,2,4
00000000000023473927,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,200,200,,,4,5,6,6
00000000000023531958,"Barco en Palma, España",Barco,Barco,Mallorca,Palma,,,,,,,3,2,6,7
00000000000023559680,"Alojamiento entero: villa en Can Pastilla, España",Alojamiento entero,Alojamiento,Mallorca,Can Pastilla,"39.54079,2.70921",,,,,1,5,3,8,1
00000000000023587510,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7581,3.1628",,,,,,4,3,7,8
00000000000023621086,"Alojamiento entero: villa en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7621,3.1542",,298,298,4.22,27,4,3,5,8
00000000000023624035,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7637,3.1585",,220,220,4.85,13,3,2,4,6
00000000000023625062,"Alojamiento entero: villa en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,4.47,15,4,3,5,8
00000000000023654731,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,,,3,2,4,6
00000000000023690068,"Alojamiento entero: piso en Pto Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Pto Alcudia,"39.824,3.1154",,127,127,4.53,15,1,1,2,3
00000000000023693251,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.57066,2.63146",,45,45,,,1,1,1,
00000000000023798204,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.57567,2.63986",,,,4.82,267,,1,,
00000000000023816418,"Alojamiento entero: apto. residencial en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.7103,2.6228",,,,,,2,1,2,3
00000000000023994512,"Alojamiento entero: villa en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.56716,2.62556",,,,4.9,10,3,5,6,6
00000000000024079735,"Alojamiento entero: villa en Deià, España",Alojamiento entero,Alojamiento,Mallorca,Deià,,2,2200,1101,4.69,13,8,5,8,2
00000000000024304622,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.56258,2.62482",,200,200,4.66,135,4,1,6,8
00000000000024382073,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,62,62,4.76,240,1,1,1,
00000000000024418104,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,108,108,,,3,2,5,6
00000000000024445153,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5217,2.7429",,,,4.69,16,4,3,7,8
00000000000024462522,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,140,140,4.84,69,3,5,5,6
00000000000024510950,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.5731,2.652",,,,4.76,62,1,1,1,2
00000000000024688269,"Alojamiento entero: vivienda en Son Servera, España",Alojamiento entero,Alojamiento,Mallorca,Son Servera,"39.6109,3.3847",,,,,2,4,2,6,8
00000000000024745222,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76864,3.14621",,180,180,4.88,42,3,2,3,5
00000000000024753426,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76467,3.1533",,92,92,4.83,94,2,1,3,4
00000000000024814081,"Alojamiento entero: vivienda en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.795,3.1219",,,,,1,4,3,6,8
00000000000024814082,"Alojamiento entero: villa en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.7948,3.1217",,506,506,,2,3,2,4,6
00000000000024845793,"Alojamiento entero: villa en S'Arenal, España",Alojamiento entero,Alojamiento,Mallorca,S'Arenal,,284,378,331,4.51,37,3,5,4,6
00000000000024885322,"Alojamiento entero: adosado en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,,,4,2,5,6
00000000000024899435,"Alojamiento entero: vivienda en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,,,150,150,,,2,2,4,4
00000000000024940830,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.58241,2.64824",65,50,58,,,0,1,,
