ID,Amenities
19917077,"['Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Plancha', 'TV', 'Cuna', 'Parque/cunas de viaje', 'Trona', 'Aire acondicionado', 'Calefacción', 'Botiquín', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Cafetera', 'Acceso a la playa, primera líneaLos huéspedes pueden disfrutar de una playa cercana', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Aparcamiento gratuito en las instalaciones', 'Apto para fumadores', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo hay detector de monóxido de carbono en la propiedad.']"
19938242,"['Vistas al jardín', 'Vistas a la piscina', 'Bañera', 'Secador de pelo', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Plancha', 'Televisión con televisión por cable estándar', 'Cuna', 'Trona', 'Extintor de incendios', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Cafetera', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Barbacoa', 'Piscina', 'Apto para fumadores', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Aire acondicionadoAire acondicionado', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo hay detector de monóxido de carbono en la propiedad.', 'No disponible: ChampúChampú', 'No disponible: Entrada independienteEntrada independiente', 'No disponible: CalefacciónCalefacción']"
20059090,
20104168,
20153309,"['Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Plancha', 'TV', 'Aire acondicionado', 'Calefacción', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Fogón', 'Cafetera', 'Disponible para estancias largasPermite estancias de 28 días o más', 'No disponible: WifiWifi', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.']"
20177667,"['Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Secadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Plancha', 'TV', 'Cuna', 'Trona', 'Aire acondicionado', 'Calefacción', 'Detector de humo', 'Detector de monóxido de carbono', 'Extintor de incendios', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Lavavajillas', 'Cafetera', 'Entrada independienteEntrada por otra calle o edificio', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Llegada autónoma', 'Cerradura con tecladoAccede al alojamiento por tu cuenta con el código de acceso']"
20187372,"['Bañera', 'Secador de pelo', 'Productos de limpieza', 'Gel de ducha', 'Bidé', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de camaRopa de cama de algodón', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario, ropero y cómoda', 'Conexión Ethernet', 'TV', 'Cuna', 'Parque/cunas de viaje', 'Trona', 'Juegos de mesa', 'Barreras de seguridad para bebés', 'Parque infantil al aire libreUna zona al aire libre equipada con estructuras de juego para niños', 'Aire acondicionado centralizado', 'Chimenea interior: de leña', 'Ventilador de techo', 'Ventiladores portátiles', 'Calefacción central', 'Extintor de incendios', 'Botiquín', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Cocina de gas', 'Horno', 'Hervidor de agua', 'Cafetera: cafetera Keurig, cafetera manual de filtro', 'Copas de vino', 'Tostadora', 'Utensilios de barbacoaParrilla, carbón, brochetas de bambú/hierro, etc.', 'Mesa de comedor', 'Café', 'Panificadora', 'CostaJusto al lado de una masa de agua', 'Acceso a la playa, primera líneaLos huéspedes pueden disfrutar de una playa cercana', 'Acceso al lagoLos huéspedes pueden llegar a un lago a través de un sendero o un muelle', 'Entrada independienteEntrada por otra calle o edificio', 'Lavandería cercana', 'Patio o balcón (privada)', 'Patio trasero privado: Con valla en todo el perímetroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Brasero exterior', 'Mobiliario exterior', 'Hamaca', 'Comedor al aire libre', 'Barbacoa', 'Aparcamiento gratuito en la entrada dentro de la propiedad', 'Aparcamiento gratuito en la calle', 'Se permite dejar el equipajeOpción de llegar pronto o salir tarde para la comodidad de los huéspedes', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Cámaras de seguridad en los exteriores de la propiedadCámaras de seguridad en los exteriores de la propiedad', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEl anfitrión ha indicado que no es necesario ningún detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con él.']"
20393151,"['Vistas al mar', 'Vistas a la montaña', 'Vistas al jardín', 'Bañera', 'Agua caliente', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'TV', 'Cuna', 'Trona', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Cafetera', 'Patio o balcón (privada)', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Comedor al aire libre', 'Barbacoa', 'Aparcamiento gratuito en la calle', 'No disponible: Aire acondicionadoAire acondicionado', 'No disponible: Secador de peloSecador de pelo', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo hay detector de monóxido de carbono en la propiedad.', 'No disponible: ChampúChampú', 'No disponible: Entrada independienteEntrada independiente', 'No disponible: CalefacciónCalefacción']"
20398798,"['Vistas a la montaña', 'Vistas al jardín', 'Vistas al mar', 'Bañera', 'Secador de pelo', 'Champú', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Plancha', 'TV', 'Sistema de sonido', 'Cuna', 'Trona', 'Aire acondicionado', 'Ventiladores portátiles', 'Calefacción', 'Detector de humo', 'Detector de monóxido de carbono', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Barbacoa', 'Aparcamiento gratuito en la calle']"
20399757,"['Vistas al mar', 'Vistas al jardín', 'Bañera', 'Secador de pelo', 'Champú', 'Lavadora', 'Secadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Plancha', 'Caja fuerte', 'TV', 'Sistema de sonido', 'Videoconsola', 'Mesa de ping-pong', 'Cuna', 'Libros y juguetes para niños', 'Trona', 'Platos y cubiertos para niños', 'Juegos de mesa', 'Aire acondicionado', 'Chimenea interior', 'Ventiladores portátiles', 'Calefacción', 'Detector de humo', 'Detector de monóxido de carbono', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Café', 'CostaJusto al lado de una masa de agua', 'Acceso a la playa, primera líneaLos huéspedes pueden disfrutar de una playa cercana', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Piscina', 'Jacuzzi', 'Admite mascotasLos animales de asistencia siempre están permitidos']"
20399760,"['Secador de pelo', 'Lavadora', 'Ropa de cama', 'Plancha', 'TV', 'Cuna', 'Trona', 'Aire acondicionado', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Barbacoa', 'Aparcamiento gratuito en la calle', 'No disponible: Servicios básicosServicios básicos', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: ChampúChampú', 'No disponible: CalefacciónCalefacción']"
20399796,"['Secador de pelo', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Plancha', 'TV', 'Cuna', 'Trona', 'Aire acondicionado', 'Chimenea interior', 'Ventiladores portátiles', 'Botiquín', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Aparcamiento gratuito en la calle', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: ChampúChampú', 'No disponible: CalefacciónCalefacción']"
20399834,"['Vistas al jardín', 'Vistas a la montaña', 'Bañera', 'Secador de pelo', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Plancha', 'TV', 'Sistema de sonido', 'Cuna', 'Trona', 'Aire acondicionado', 'Calefacción', 'Botiquín', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'Piscina', 'Apto para fumadores', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: ChampúChampú']"
20399839,
20518036,"['Vistas al puerto deportivo', 'Vistas al jardín', 'Vistas a la playa', 'Vistas a la bahía', 'Vistas al mar', 'Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Plancha', 'TV', 'Cuna', 'Parque/cunas de viaje', 'Trona', 'Aire acondicionado', 'Chimenea interior: de leña', 'Ventilador de techo', 'Calefacción', 'Extintor de incendios', 'Wifi', 'Zona para trabajar', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Fogón', 'Horno', 'Cafetera', 'Tostadora', 'Mesa de comedor', 'Acceso a la playa, primera líneaLos huéspedes pueden disfrutar de una playa cercana', 'Entrada independienteEntrada por otra calle o edificio', 'Mobiliario exterior', 'Hamaca', 'Comedor al aire libre', 'Barbacoa', 'Tumbonas', 'Aparcamiento gratuito en la calle', 'Piscina: uso De uso privado, Exterior, disponible todo el año', 'Se permite dejar el equipajeOpción de llegar pronto o salir tarde para la comodidad de los huéspedes', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Limpieza disponible durante la estancia', 'Recepción por parte del anfitrión', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.']"
20548239,"['Vistas al jardín', 'Vistas al mar', 'Vistas al valle', 'Secador de pelo', 'Agua caliente', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Aire acondicionado', 'Chimenea interior', 'Calefacción', 'Wifi', 'Zona para trabajar', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Cafetera', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Recepción por parte del anfitrión', 'No disponible: TVTV', 'No disponible: LavadoraLavadora', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.']"
20585409,"['Vistas al jardín', 'Vistas a la piscina', 'Secador de pelo', 'Agua caliente', 'Lavadora en el alojamiento (Gratis)', 'Secadora en el alojamiento (Gratis)', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Plancha', 'TV', 'Mesa de ping-pong', 'Cuna', 'Parque/cunas de viaje', 'Trona', 'Aire acondicionado centralizado', 'Calefacción', 'Extintor de incendios', 'Botiquín', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Lavavajillas', 'Cocina eléctrica', 'Horno', 'Cafetera', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón (privada)', 'Patio trasero privado: Con valla en todo el perímetroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Comedor al aire libre', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'Piscina: uso De uso privado, disponible según la temporada, disponible las 24\xa0horasdisponible de abr a nov', 'Admite mascotasLos animales de asistencia siempre están permitidos', 'Se permite dejar el equipajeOpción de llegar pronto o salir tarde para la comodidad de los huéspedes', 'DesayunoDesayuno incluido', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo hay detector de monóxido de carbono en la propiedad.']"
20650584,"['Vistas a la bahía', 'Vistas al jardín', 'Vistas a la montaña', 'Vistas al mar', 'Vistas a la piscina', 'Vistas al mar', 'Vistas al valle', 'Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Secadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'Televisión con televisión por cable estándar', 'Cuna', 'Trona', 'Recomendaciones de canguros', 'Aire acondicionado', 'Chimenea interior', 'Calefacción', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajarEn una zona común', 'Wifi móvil', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Lavavajillas', 'Fogón', 'Horno', 'Cafetera', 'Patio o balcón (privada)', 'Patio trasero privado: Con valla en todo el perímetroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Hamaca', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'Piscina De uso privado', 'Admite mascotasLos animales de asistencia siempre están permitidos', 'Apto para fumadores', 'Disponible para estancias largasPermite estancias de 28 días o más', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.']"
20682318,"['Bañera', 'Bidé', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de cama', 'Plancha', 'Espacio para guardar la ropa', 'TV', 'Trona', 'Aire acondicionado', 'Cámaras de seguridad en los exteriores de la propiedadThe alarm system will be disabled during your stay. The cameras are located at the entrance and in the common areas and will not record during your stay.', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Microondas', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Lavavajillas', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Entrada independienteEntrada por otra calle o edificio', 'Hamaca', 'Aparcamiento gratuito en las instalaciones', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Secador de peloSecador de pelo', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: ChampúChampú', 'No disponible: CalefacciónCalefacción']"
20691838,"['Vistas al lago', 'Vistas a la piscina', 'Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Lavadora en el alojamiento (Gratis)', 'Secadora en el alojamiento (Gratis)', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: vestidor y armario', 'TV', 'Cuna', 'Parque/cunas de viaje', 'Libros y juguetes para niños', 'Trona', 'Platos y cubiertos para niños', 'Juegos de mesa', 'Sistema de aire acondicionado sin conductos tipo split', 'Calefacción', 'Cámaras de seguridad en los exteriores de la propiedadLa cámara se encuentra en el salón comedor enfocando las coñas de acceso a la vivienda.\nLas cámaras estarán desactivadas durante su estancia.', 'Extintor de incendios', 'Wifi', 'Zona para trabajarEn una zona común con mesa', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Cocina eléctrica', 'Horno', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Tostadora', 'Mesa de comedor', 'Café', 'CostaJusto al lado de una masa de agua', 'Acceso compartido a la playaLos huéspedes pueden disfrutar de una playa cercana', 'Acceso al lagoLos huéspedes pueden llegar a un lago a través de un sendero o un muelle', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón (privada)', 'Patio trasero privado: Con valla en todo el perímetroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Hamaca', 'Comedor al aire libre', 'Elementos básicos para la playaToallas de playa, sombrilla, esterilla, equipo de snorkel', 'Tumbonas', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'Piscina: uso De uso privado, Exterior, disponible según la temporada, disponible las 24\xa0horasdisponible de mar a oct', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Recepción por parte del anfitrión', 'No disponible: Detector de humoDetector de humoNo hay detector de humo en la propiedad.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEl anfitrión ha indicado que no es necesario ningún detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con él.']"
20742105,"['Agua caliente', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Ropa de cama', 'Persianas o cortinas opacas', 'Espacio para guardar la ropa: armario', 'TV', 'Ventiladores portátiles', 'Calefacción', 'Cámaras de seguridad en los exteriores de la propiedadreception, pool', 'Detector de humo', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Acceso compartido a la playaLos huéspedes pueden disfrutar de una playa cercana', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Tumbonas', 'Aparcamiento gratuito en la calle', 'Piscina', 'Se permite dejar el equipajeOpción de llegar pronto o salir tarde para la comodidad de los huéspedes', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Recepción por parte del anfitrión', 'No disponible: CocinaCocina', 'No disponible: LavadoraLavadora', 'No disponible: SecadoraSecadora', 'No disponible: Aire acondicionadoAire acondicionado', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoNo hay detector de monóxido de carbono en la propiedad.']"
20753079,
20800300,"['Vistas a la playa', 'Vistas al mar', 'Secador de pelo', 'Champú', 'Gel de ducha', 'Gel de ducha', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de cama', 'Plancha', 'Tendedero para ropa', 'Caja fuerte', 'Espacio para guardar la ropa: armario', 'Cuna', 'Parque/cunas de viaje', 'Trona', 'Bañera para bebés', 'Platos y cubiertos para niños', 'Barreras de seguridad para bebés', 'Aire acondicionado', 'Extintor de incendios', 'Botiquín', 'Wifi rápido (410\xa0Mbps)Se ha verificado con una prueba de velocidad. Reproduce vídeos en 4K y participa en videollamadas desde varios dispositivos.', 'CocinaCocina disponible para el uso de los huéspedes', 'Frigorífico de Miele', 'Microondas', 'Utensilios básicos de cocinaCazuelas y sartenes, aceite, sal y pimienta', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Congelador', 'Lavavajillas', 'Cocina eléctrica', 'Horno de NEFF', 'Hervidor de agua', 'Cafetera: Nespresso', 'Copas de vino', 'Tostadora', 'Batidora', 'Mesa de comedor', 'Café', 'CostaJusto al lado de una masa de agua', 'Acceso a la playa, primera líneaLos huéspedes pueden disfrutar de una playa cercana', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón (privada)', 'Mobiliario exterior', 'Comedor al aire libre', 'Barbacoa: de carbón', 'Elementos básicos para la playaToallas de playa, sombrilla, esterilla, equipo de snorkel', 'Tumbonas', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'AscensorEl alojamiento o edificio dispone de un ascensor de al menos 132\xa0centímetros de profundidad cuya puerta mide como mínimo 81\xa0centímetros de ancho.', 'Se permite dejar el equipajeOpción de llegar pronto o salir tarde para la comodidad de los huéspedes', 'Apto para fumadores', 'Disponible para estancias largasPermite estancias de 28 días o más', 'Limpieza disponible durante la estancia', 'No disponible: Televisión con televisión por cable estándarTelevisión con televisión por cable estándar', 'No disponible: SecadoraSecadora', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: CalefacciónCalefacción', 'No disponible: Agua calienteAgua caliente']"
20805999,"['Vistas al perfil urbano', 'Bañera', 'Secador de pelo', 'Agua caliente', 'Lavadora', 'Servicios básicosToallas, sábanas, jabón y papel higiénico', 'Perchas', 'Ropa de cama', 'Plancha', 'Espacio para guardar la ropa', 'TV', 'Trona', 'Chimenea interior', 'Ventiladores portátiles', 'Calefacción', 'Cámaras de seguridad en los exteriores de la propiedadThe alarm system will be disabled during your stay. The cameras are located at the entrance and in the common areas and will not record during your stay.', 'Wifi', 'CocinaCocina disponible para el uso de los huéspedes', 'Microondas', 'Platos y cubiertosCuencos, palillos, platos, tazas, etc.', 'Lavavajillas', 'Horno', 'Hervidor de agua', 'Cafetera', 'Tostadora', 'Batidora', 'Utensilios de barbacoaParrilla, carbón, brochetas de bambú/hierro, etc.', 'Mesa de comedor', 'Entrada independienteEntrada por otra calle o edificio', 'Patio o balcón', 'Patio traseroUn espacio abierto en la propiedad generalmente cubierto de césped', 'Mobiliario exterior', 'Hamaca', 'Barbacoa', 'Piscina', 'Recepción por parte del anfitrión', 'No disponible: Aire acondicionadoAire acondicionado', 'No disponible: Detector de humoDetector de humoEs posible que este espacio no tenga un detector de humo. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: Detector de monóxido de carbonoDetector de monóxido de carbonoEs posible que este espacio no tenga un detector de monóxido de carbono. Si tienes alguna pregunta, ponte en contacto con el anfitrión.', 'No disponible: ChampúChampú']"
