ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
1144091180108322030,"Habitación en València, España",Valencia,"39.467809,-0.353922",No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1141998339070736607,"Habitación en València, España",Valencia,"39.470042,-0.409009",No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1091125806978170903,"Alojamiento entero: piso en València, España",Valencia,,238 €,363 €,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
651378125650713924,"Habitación en València, España",Valencia,"39.49315,-0.39268",No disponible en Octubre,No disponible en Agosto,"4,86",7 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1026663826947785904,"Alojamiento entero: piso en València, España",Valencia,"39.46732,-0.37793",No disponible en Octubre,123 €,Nuevo,Política de Cookies,1 dormitorio,1 baño,No especificado,4 viajeros
581786873725259574,"Alojamiento entero: apartamento con servicios en València, España",Valencia,"39.4702,-0.346",150 €,180 €,"4,83",6 evaluaciones,1 dormitorio,5 baños,1 cama,2 viajeros
928329378111628084,"Habitación en València, España",Valencia,"39.49256,-0.3807",55 €,65 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
26149130,"Alojamiento entero: piso en Valencia, España",Valencia,"39.46614,-0.3574",No disponible en Octubre,No disponible en Agosto,"4,78",209 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1079800857693448026,"Habitación en València, España",Valencia,"39.472333,-0.35118",53 €,57 €,"4,80",5 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1002858451306984737,"Alojamiento entero: vivienda en València, España",Valencia,"39.48198,-0.37522",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1137009521279208024,"Alojamiento entero: piso en València, España",Valencia,"39.4571,-0.3694",146 €,No disponible en Agosto,Nuevo,2 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1011606424955214444,"Alojamiento entero: piso en València, España",Valencia,"39.45702,-0.35916",180 €,No disponible en Agosto,"4,80",10 evaluaciones,1 dormitorio,1 baño,2 camas,5 viajeros
1144920072221386267,"Habitación en València, España",Valencia,"39.471252,-0.400756",No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1148968625162650833,"Habitación en València, España",Valencia,"39.4928,-0.3918",70 €,70 €,Nuevo,Política de Cookies,1 dormitorio,baño compartido,1 cama,No especificado
1111035576666079039,"Habitación en Mislata, España",Valencia,"39.478348,-0.421516",37 €,37 €,"5,0",4 evaluaciones,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
898338856537657727,"Habitación en València, España",Valencia,"39.46313,-0.35307",No disponible en Octubre,No disponible en Agosto,"4,64",11 evaluaciones,1 dormitorio,Sin baños,1 cama,No especificado
699679214341784038,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.46426,-0.33137",No disponible en Octubre,No disponible en Agosto,"4,76",38 evaluaciones,2 dormitorios,2 baños,No especificado,5 viajeros
995037666549039096,"Alojamiento entero: piso en València, España",Valencia,"39.471264,-0.353726",No disponible en Octubre,No disponible en Agosto,"4,91",23 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1126990615783913253,"Alojamiento entero: piso en Port Sa Platja, España",Valencia,"39.5128,-0.3208",114 €,No disponible en Agosto,Nuevo,1 evaluación,2 dormitorios,2 baños,4 camas,5 viajeros
1111586330164632591,"Habitación en València, España",Valencia,"39.4848,-0.3785",52 €,52 €,Nuevo,1 evaluación,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
876708345676040943,"Habitación en València, España",Valencia,"39.4914,-0.3936",25 €,25 €,"4,56",32 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
26411749,"Alojamiento entero: piso en València, España",Valencia,"39.463,-0.36726",48 €,No disponible en Agosto,"4,66",142 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1150818028989250535,"Habitación privada en: piso en Valencia, España",Valencia,"39.4648,-0.378801",35 €,35 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,Sin baños,1 cama,1 viajero
1096830287255794229,"Alojamiento entero: piso en València, España",Valencia,"39.486581,-0.389134",150 €,150 €,"4,88",16 evaluaciones,2 dormitorios,1 baño,No especificado,3 viajeros
1099397831454974400,"Habitación en València, España",Valencia,"39.444098,-0.387921",33 €,28 €,Sin valoraciones,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
863383709465615664,"Habitación en València, España",Valencia,"39.4868,-0.3932",80 €,87 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
938044678886456669,"Alojamiento entero: piso en València, España",Valencia,"39.4734,-0.3892",100 €,No disponible en Agosto,"4,56",16 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
23441235,"Habitación en València, España",Valencia,"39.48637,-0.36171",28 €,28 €,"4,73",110 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1110830002304127287,"Alojamiento entero: piso en València, España",Valencia,"39.4766,-0.3917",No disponible en Octubre,153 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,3 camas,3 viajeros
1074608174928326224,"Habitación en València, España",Valencia,"39.4719,-0.3674",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1119697276983228557,"Alojamiento entero: piso en València, España",Valencia,"39.44961,-0.33402",No disponible en Octubre,250 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,4 dormitorios,1 baño,4 camas,7 viajeros
578993940898129978,"Habitación en València, España",Valencia,"39.46054,-0.36001",50 €,55 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1149976046063003935,"Alojamiento entero: piso en València, España",Valencia,"39.465629,-0.347602",103 €,194 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,3 camas,4 viajeros
1021597331141559465,"Alojamiento entero: vivienda en València, España",Valencia,"39.465,-0.3317",131 €,140 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1137701592697836814,"Habitación en València, España",Valencia,"39.4733,-0.4007",23 €,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
802936017294126373,"Casa flotante en Port Saplaya, España",Valencia,"39.50975,-0.32282",77 €,87 €,"4,80",41 evaluaciones,1 dormitorio,Sin baños,1 cama,2 viajeros
1124621420844041775,"Alojamiento entero: piso en València, España",Valencia,"39.498,-0.3751",95 €,No disponible en Agosto,"5,0",6 evaluaciones,3 dormitorios,1 baño,No especificado,5 viajeros
620846392731204540,"Alojamiento entero: piso en València, España",Valencia,"39.46211,-0.36304",150 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,No especificado,4 viajeros
20501668,"Alojamiento entero: piso en Alboraya, España",Valencia,"39.489,-0.3276",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,4 camas,6 viajeros
42195009,"Alojamiento entero: piso en València, España",Valencia,"39.45933,-0.36136",135 €,No disponible en Agosto,"4,59",230 evaluaciones,2 dormitorios,2 baños,3 camas,5 viajeros
774633856684111520,"Alojamiento entero: piso en València, España",Valencia,"39.47459,-0.37898",121 €,127 €,"4,75",92 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1148509638051413011,"Alojamiento entero: piso en València, España",Valencia,"39.458234,-0.371699",No disponible en Octubre,162 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1110680681884097677,"Alojamiento entero: piso en València, España",Valencia,"39.4703,-0.3295",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
1101516974489003257,"Habitación en València, España",Valencia,"39.4748,-0.391",No disponible en Octubre,79 €,"4,67",3 evaluaciones,1 dormitorio,baño compartido,3 camas,No especificado
782942,"Alojamiento entero: loft en Valencia, España",Valencia,"39.4738,-0.3768",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1003658006084030933,"Habitación en València, España",Valencia,"39.4638,-0.3866",50 €,50 €,Sin valoraciones,Política de Cookies,1 dormitorio,baño compartido,1 cama,No especificado
860330782605967774,"Alojamiento entero: piso en València, España",Valencia,"39.499661,-0.389786",600 €,279 €,"4,67",3 evaluaciones,1 dormitorio,1 baño,No especificado,6 viajeros
14333168,"Alojamiento entero: piso en València, España",Valencia,"39.47174,-0.3757",100 €,125 €,"4,36",208 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
33447675,"Habitación en València, España",Valencia,"39.45688,-0.38684",52 €,57 €,"4,88",67 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
580147313303223192,"Alojamiento entero: piso en València, España",Valencia,"39.44815,-0.33445",No disponible en Octubre,No disponible en Agosto,"4,76",76 evaluaciones,2 dormitorios,1 baño,No especificado,4 viajeros
957678384731612165,"Alojamiento entero: piso en València, España",Valencia,"39.48881,-0.38321",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
53020930,"Alojamiento entero: piso en València, España",Valencia,"39.46968,-0.4057",91 €,No disponible en Agosto,"4,55",40 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
853691001776570489,"Habitación en València, España",Valencia,"39.490081,-0.377928",No disponible en Octubre,No disponible en Agosto,"4,75",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
925383294997825225,"Habitación en València, España",Valencia,"39.4555,-0.3461",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
733261772280468540,"Alojamiento entero: piso en València, España",Valencia,"39.4655,-0.34657",153 €,153 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
722231076344066707,"Habitación en València, España",Valencia,"39.471181,-0.3933",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1066596646734578839,"Alojamiento entero: piso en València, España",Valencia,"39.462054,-0.360709",133 €,150 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
770692052143014627,"Alojamiento entero: loft en València, España",Valencia,"39.49754,-0.38309",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,2 camas,5 viajeros
953619376683659079,"Habitación en València, España",Valencia,"39.482668,-0.396454",29 €,29 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
54192901,"Alojamiento entero: apto. residencial en Alboraia, España",Valencia,"39.49011,-0.32881",175 €,287 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
1030456995847900583,"Alojamiento entero: piso en València, España",Valencia,"39.488486,-0.358865",No disponible en Octubre,112 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
567151732517773681,"Habitación en València, España",Valencia,"39.47659,-0.37139",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1020372198755846835,"Habitación en València, España",Valencia,"39.49117,-0.3739",No disponible en Octubre,No disponible en Agosto,"4,78",9 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1136137722366532185,"Alojamiento entero: piso en València, España",Valencia,"39.471444,-0.399601",138 €,160 €,Nuevo,2 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1029184133452508977,"Alojamiento entero: piso en València, España",Valencia,"39.485232,-0.387316",No disponible en Octubre,150 €,"5,0",4 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1014416379710416000,"Alojamiento entero: vivienda en València, España",Valencia,"39.442747,-0.348412",No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,3 dormitorios,2 baños,No especificado,6 viajeros
1066369783450628624,"Alojamiento entero: piso en València, España",Valencia,"39.4853,-0.3989",86 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,4 viajeros
737703154724027220,"Alojamiento entero: piso en Paiporta, España",Valencia,"39.43326,-0.41154",No disponible en Octubre,93 €,"4,78",18 evaluaciones,2 dormitorios,1 baño,3 camas,6 viajeros
800602593442009081,"Alojamiento entero: piso en València, España",Valencia,"39.478299,-0.376457",103 €,No disponible en Agosto,"4,61",44 evaluaciones,1 dormitorio,5 baños,2 camas,4 viajeros
881066301593022896,"Habitación en València, España",Valencia,"39.4748,-0.3288",50 €,No disponible en Agosto,"4,77",31 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1108507004318077037,"Alojamiento entero: piso en Xirivella, España",Valencia,"39.466353,-0.423332",146 €,166 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,1 baño,5 camas,6 viajeros
777070155598649089,"Alojamiento entero: casa de invitados en La Canyada, España",Valencia,"39.5363,-0.4809",30 €,No disponible en Agosto,"4,80",51 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
51315314,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.47773,-0.37932",No disponible en Octubre,345 €,"4,89",82 evaluaciones,3 dormitorios,2 baños,3 camas,5 viajeros
1085638551689627198,"Alojamiento entero: piso en València, España",Valencia,"39.4886,-0.3709",154 €,177 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
641112662678642957,"Alojamiento entero: loft en València, España",Valencia,"39.4639,-0.331",No disponible en Octubre,No disponible en Agosto,"4,73",123 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
53583679,"Alojamiento entero: piso en València, España",Valencia,"39.46033,-0.35132",190 €,1.425 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,5 camas,6 viajeros
1139852203305068897,"Habitación en Torrent, España",Valencia,"39.4413,-0.4651",21 €,21 €,"5,0",4 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1111237126445731351,"Alojamiento entero: piso en València, España",Valencia,"39.483407,-0.39307",90 €,118 €,"4,89",9 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
51699566,"Alojamiento entero: apartamento con servicios en València, España",Valencia,"39.4706,-0.37656",638 €,546 €,"3,84",25 evaluaciones,5 dormitorios,2 baños,8 camas,9 viajeros
960668345502709381,"Alojamiento entero: piso en València, España",Valencia,"39.476661,-0.360749",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,2 camas,4 viajeros
1011341454890863950,"Alojamiento entero: piso en València, España",Valencia,"39.464,-0.3864",93 €,100 €,"4,61",36 evaluaciones,2 dormitorios,1 baño,2 camas,3 viajeros
901262791424560495,"Habitación en València, España",Valencia,"39.4648,-0.3687",38 €,40 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
13256123,"Alojamiento entero: piso en València, España",Valencia,"39.47387,-0.37753",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,2 viajeros
905519632611373456,"Alojamiento entero: vivienda en València, España",Valencia,"39.4511,-0.3337",No disponible en Octubre,No disponible en Agosto,"4,62",21 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1139945145927704971,"Alojamiento entero: piso en Valencia, España",Valencia,"39.4611,-0.3615",No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
18680575,"Alojamiento entero: piso en València, España",Valencia,"39.45982,-0.36411",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,5 camas,7 viajeros
1015212781017874799,"Alojamiento entero: piso en València, España",Valencia,"39.443637,-0.390352",65 €,83 €,"4,72",18 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1036063320845500970,"Habitación en València, España",Valencia,"39.4566,-0.3719",No disponible en Octubre,43 €,"4,68",19 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1130229070165191758,"Alojamiento entero: loft en Valencia, España",Valencia,"39.518845,-0.436834",No disponible en Octubre,No disponible en Agosto,"4,78",9 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
971384067328434659,"Habitación en València, España",Valencia,"39.45872,-0.39323",25 €,31 €,Sin valoraciones,Política de Cookies,1 dormitorio,baño compartido,1 cama,No especificado
34970858,"Habitación en Paiporta, España",Valencia,"39.43107,-0.42157",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
27037885,"Alojamiento entero: piso en Valencia, España",Valencia,"39.45687,-0.36046",No disponible en Octubre,No disponible en Agosto,"4,65",300 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
41911599,"Alojamiento entero: piso en València, España",Valencia,"39.46512,-0.37007",385 €,385 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,4 camas,6 viajeros
1098348201491378545,"Alojamiento entero: vivienda en València, España",Valencia,"39.47559,-0.38445",180 €,273 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1101357795132903786,"Alojamiento entero: piso en València, España",Valencia,"39.4799,-0.3284",No disponible en Octubre,250 €,"4,60",10 evaluaciones,3 dormitorios,1 baño,5 camas,6 viajeros
53408381,"Alojamiento entero: loft en València, España",Valencia,"39.45489,-0.37135",73 €,105 €,"4,66",104 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1126008831596530856,"Alojamiento entero: piso en Valencia, España",Valencia,"39.469968,-0.332574",104 €,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
902219967959057316,"Habitación en Valencia, España",Valencia,"39.4677,-0.4244",37 €,37 €,"4,80",10 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
930926461150554037,"Alojamiento entero: piso en València, España",Valencia,"39.47255,-0.37559",149 €,No disponible en Agosto,"4,58",24 evaluaciones,2 dormitorios,1 baño,4 camas,4 viajeros
1089185512642052987,"Habitación en Alfafar, España",Valencia,"39.42137,-0.38599",21 €,25 €,"4,71",14 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
24484811,"Alojamiento entero: piso en València, España",Valencia,"39.4691,-0.3282",No disponible en Octubre,No disponible en Agosto,"4,84",63 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
22981158,"Alojamiento entero: piso en València, España",Valencia,"39.4714,-0.3793",254 €,316 €,"4,90",137 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
944139200970648690,"Habitación en València, España",Valencia,"39.47432,-0.34554",42 €,42 €,"4,42",26 evaluaciones,1 dormitorio,Sin baños,No especificado,No especificado
930331566237160631,"Habitación en València, España",Valencia,"39.4566,-0.3579",52 €,53 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,n baño,No especificado,No especificado
24489378,"Habitación en València, España",Valencia,"39.46239,-0.33252",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
20267586,"Alojamiento entero: loft en València, España",Valencia,"39.4582,-0.3731",No disponible en Octubre,129 €,"4,68",373 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1149240523651949799,"Habitación en València, España",Valencia,"39.45902,-0.37201",57 €,57 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
937651839438447986,"Alojamiento entero: piso en València, España",Valencia,"39.48,-0.3272",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,1 baño,4 camas,6 viajeros
772380,"Alojamiento entero: loft en Valencia, España",Valencia,"39.4739,-0.3767",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
910825361397880427,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.480418,-0.325859",142 €,No disponible en Agosto,"4,48",21 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
869648439631601649,"Habitación en València, España",Valencia,"39.473392,-0.371163",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
18297152,"Habitación en València, España",Valencia,"39.4654,-0.3431",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1110089696415433838,"Alojamiento entero: piso en València, España",Valencia,"39.4766,-0.3917",163 €,178 €,Nuevo,1 evaluación,1 dormitorio,1 baño,3 camas,4 viajeros
34364408,"Habitación en València, España",Valencia,"39.47316,-0.33065",No disponible en Octubre,No disponible en Agosto,"4,79",112 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
50478103,"Alojamiento entero: piso en València, España",Valencia,"39.45565,-0.36285",85 €,No disponible en Agosto,"4,79",177 evaluaciones,2 dormitorios,1 baño,4 camas,4 viajeros
23291113,"Alojamiento entero: piso en València, España",Valencia,"39.47,-0.3732",No disponible en Octubre,No disponible en Agosto,"4,59",70 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
48714826,"Alojamiento entero: piso en Valencia, España",Valencia,"39.46666,-0.35188",110 €,154 €,"4,69",94 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1008577077406012638,"Alojamiento entero: piso en València, España",Valencia,"39.46252,-0.37672",160 €,227 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,3 camas,5 viajeros
596308586839203419,"Alojamiento entero: vivienda vacacional en València, España",Valencia,"39.46997,-0.39269",No disponible en Octubre,No disponible en Agosto,"4,72",69 evaluaciones,2 dormitorios,1 baño,2 camas,3 viajeros
796360654220914281,"Habitación en València, España",Valencia,"39.453553,-0.391877",258 €,224 €,"4,70",82 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1038887543479855854,"Alojamiento entero: piso en València, España",Valencia,"39.465467,-0.346712",No disponible en Octubre,200 €,"4,80",5 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1107364822977849960,"Alojamiento entero: piso en València, España",Valencia,"39.4748,-0.3529",No disponible en Octubre,140 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,2 camas,4 viajeros
12634331,"Habitación en València, España",Valencia,"39.465,-0.32868",35 €,40 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,baño compartido,2 camas,No especificado
27505523,"Habitación en València, España",Valencia,"39.47028,-0.4124",24 €,26 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
991044778420538824,"Alojamiento entero: piso en València, España",Valencia,"39.4799,-0.3313",200 €,No disponible en Agosto,"4,79",14 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1150735222696096112,"Alojamiento entero: piso en València, España",Valencia,"39.4942,-0.4028",280 €,280 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,3 camas,5 viajeros
944894132155063825,"Habitación en Paterna, España",Valencia,"39.49788,-0.43407",30 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
17954279,"Alojamiento entero: piso en València, España",Valencia,"39.46143,-0.34308",No disponible en Octubre,No disponible en Agosto,"4,81",26 evaluaciones,2 dormitorios,1 baño,2 camas,2 viajeros
1143356154679694107,"Alojamiento entero: piso en València, España",Valencia,"39.458264,-0.370492",219 €,286 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,5 camas,8 viajeros
51278866,"Habitación en València, España",Valencia,"39.4689,-0.4034",No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1025371537193897211,"Alojamiento entero: piso en València, España",Valencia,"39.4569,-0.3587",150 €,No disponible en Agosto,"4,71",7 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
706471433545350284,"Habitación en València, España",Valencia,"39.466942,-0.330269",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
25401813,"Alojamiento entero: piso en València, España",Valencia,"39.4679,-0.40276",No disponible en Octubre,175 €,"4,68",201 evaluaciones,3 dormitorios,1 baño,4 camas,5 viajeros
42166423,"Alojamiento entero: piso en Valencia, España",Valencia,"39.4608,-0.3358",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,3 camas,4 viajeros
30722882,"Habitación en Alfafar, España",Valencia,"39.42583,-0.38906",27 €,43 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,á cama,No especificado
1079614326344974651,"Alojamiento entero: piso en València, España",Valencia,"39.4805,-0.3282",No disponible en Octubre,No disponible en Agosto,"5,0",3 evaluaciones,3 dormitorios,1 baño,1 cama,4 viajeros
1140265528786646775,"Alojamiento entero: piso en València, España",Valencia,"39.484138,-0.357751",No disponible en Octubre,169 €,Nuevo,Política de Cookies,3 dormitorios,5 baños,No especificado,5 viajeros
1069037604599156390,"Alojamiento entero: piso en València, España",Valencia,"39.4943,-0.374502",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,No especificado,4 viajeros
